15	f˸24ساعت§n-12634	f˸مثال	f˸"در شبانه روز باید6 بار قطره ها را در چشمهایت به فاصله ی 4 ساعت بچکانید"
178	f˸آب سفید§n-19372	f˸تعریف	f˸"بیماری ناشی از تارشدن عدسی یا قرنیه‌ی چشم که مانع از عبور آزادانه نور به شبکیه می‌شود و بینایی را مختل می‌کند"
19528	f˸به لیمو§n-25335	f˸تعریف	f˸"درختچه‌ای از تیره ی شاه پسندان، با برگها و گلهای سنبله‌ی کوچک که دارویی و معطر است"	
20205	f˸به‌قیاس§r-23025	f˸مثال	f˸"این شهر در قیاس با پایتخت بسیار کوچک است"	
20500	f˸بوف§n-19580	f˸مثال	f˸"کوف اغلب در شبها شکار می‌کند و غذای اصلیش را موشها و جانوران کوچک تشکیل می‌دهند"	
20542	f˸بومادران§n-19361	f˸تعریف	f˸"گیاه پایای خودرو با برگهای دراز کرکدار با گلهای کوچک به دو رنگ سفید و زرد، این گیاه بوی تندی دارد و کاربردهای دارویی وشیمیایی دارد"	
20644	f˸بچه§n-14594	f˸تعریف	f˸"قطعه ی کوچکی که بر روی یا کنار قطعه ای دیگری با همان کاربرد قرار می گیرد"	
21452	f˸بید§n-15057	f˸تعریف	f˸"نوعی حشره بسیار کوچک که در میان پارچه و فرش پشمی یا پر پرندگان لانه می کندو آنها را می خورد."	
21601	f˸بیسبال§n-17001	f˸تعریف	f˸"@ورزش@ بازی دسته جمعی که به وسیله ی دو گروه نه نفری در یک زمین مخصوص و به وسیله‌ی یک توپ کوچک بازی می‌شودکه بازیکنان آن را با چوبدستی پرتاب می‌کنند"	
21612	f˸بیست و شش§n-15142	f˸مثال	f˸"بیست و شش از سی کوچکتر است"	
21620	f˸بیست و هشت§n-15144	f˸مثال	f˸"بیست و هشت از سی کوچکتر است"	
21624	f˸بیست و هفت§n-15143	f˸مثال	f˸"بیست و هفت کوچکتر از سی است"	
21629	f˸بیست و پنج§n-15141	f˸مثال	f˸"بیست و پنج از سی کوچکتر است"	
21633	f˸بیست و چهار§n-15140	f˸مثال	f˸"بیست و چهار کوچکتر از سی است"	
22202	f˸بیکینگ‌پودر§n-19828	f˸مثال	f˸"در تهیه نان یا کیک معمولاً یک قاشق کوچک بیکینگ پودر هم اضافه می کنند."	
22234	f˸بیگودی§n-17233	f˸تعریف	f˸"اسباب استوانه‌ای کوچک فلزی یا پلاستیکی که مو را برای تاب دادن به آن می‌پیچند"	
22381	f˸بی‌خانمانی§n-20783	f˸مثال	f˸"دلش به آوارگی ما سوخت، اتاق کوچکی را در اختیارمان گذاشت"	
22952	f˸تاج خروس§n-19234	f˸تعریف	f˸"گیاه یکساله ی زینتی که دارای برگهای بیضی و گلهای قرمز یا زرد کوچک و متراکم در کنار برگ یا در انتهای ساقه است"	
23240	f˸تاس§n-10933	f˸تعریف	f˸"مکعب کوچکی که بر روی سطوح آن خالهایی به نشانه ی اعداد ( از یک تا شش) نقش شده و در بازیهایی مانند تخته نرد و منچ به کار می رود"	
23291	f˸تافی§n-19041	f˸تعریف	f˸"شیرینی کوچک معمولاً مکعب شکل و چسبنده که از شکر جوشانده، کره و افزودنیهایی مانند: قهوه، کاکائو، میوه... می‌سازد"	
23694	f˸تبرخون§n-22399	f˸تعریف	f˸"درختچه‌ی بومی مناطق گرمسیری با برگهای کوچک و سبز و میوهٔ زیتونی شکل در ابتدا سبز بوده و پس از رسیدن به رنگ قرمز درآمده و چروک می‌خورد"	
24154	f˸تحقیر شدن#v1	f˸عضو هم‌نشیم	f˸کوچک شدن§v-7547	
24158	f˸تحقیر کردن§v-7545	f˸تعریف	f˸"انجام دادن عمل یا نشان دادن حالتی برای کم ارزش نشان دادن یا کوچک شمردن کسی یا چیزی."	
24245	f˸تحمل کردن§v-8956	f˸مثال	f˸"کوچک ترین بی احترامی را تحمل نمی کرد."	
24510	f˸تخم§n-20082	f˸تعریف	f˸"جسم مولد جانداران تخم گذار محتوی ماده جنسی، مواد غذایی و پوسته محافظ، که می تواند به صورت جاندار کوچکی درآید و زندگی مستقلی را آاز کند"	
24865	f˸تربچه§n-21064	f˸تعریف	f˸"گیاه یک ساله از تیره‌ی چلیپاییان که ریشه ی آن کوچکتر از ترب معمولی و دارای پوستی سرخ و از سبزیجات خوراکی است"	
24977	f˸ترخون§n-20202	f˸تعریف	f˸"سبزی خوراکی از تیره‌ی مرکبان، دارای برگهای ساده‌ی سبز اسانس دار و گل آذین کوچک سبز و مجتمع"	
25087	f˸ترشک§n-21198	f˸تعریف	f˸"گیاه چند ساله از تیره‌ی ریواس، دارای ریشه‌ی ضخیم، ساقه‌ی راست، برگهای بیضی تیرکمانی و گلهای کوچک مجتمع در انتهای ساقه"	
25150	f˸ترمتای§n-24524	f˸مثال	f˸"ترمتای نوعی شاهین کوچک است"	
25202	f˸تره§n-19984	f˸تعریف	f˸"سزی خوراکی اسانسدار از تیره‌ی سوسنیها، با برگهای باریک و نواری شکل، پیاز باریک کوچک، گلهای سفید رنگ یا گلی مجتمع به صورت چتر بزرگ کروی"	
25427	f˸تریدن§v-26205	f˸ISA	f˸کوچک کردن§v-8300	
25513	f˸تسبیح§n-25328	f˸تعریف	f˸"وسیله‌ای برای عبادت به صورت دانه های کوچک سفالی، یا سنگی و پلاستیکی که به رشته‌ای متصل هستند و در امتداد هم حرکت می‌کنند"	
25853	f˸تشکچه§n-11036	f˸تعریف	f˸"کف پوش کوچکی که با ماده ی نرمی مانند پنبه, پشم, پر و ابر پر می شود و بر روی آن می نشینند"	
26006	f˸تصغیر§n-19131	f˸تعریف	f˸"عمل یا فرایند کوچک کردن به ویژه کوچک کردن یک اسم."	
26006	f˸تصغیر§n-19131	f˸تعریف	f˸"عمل یا فرایند کوچک کردن به ویژه کوچک کردن یک اسم."	
26111	f˸تصویردانه§n-11081	f˸تعریف	f˸"کوچکترین واحد تشکیل دهنده ی تصویر مانیتور و تلویزیون"	
26991	f˸تقلیل§n-12224	f˸تعریف	f˸"فرایند کوچکتر یا کوتاهتر شدن"	
27349	f˸تلیله§n-21327	f˸تعریف	f˸"پرنده‌ی آبچر مهاجر از تیره‌ی آبچلیکیان جثه‌ای کوچک، منقار و پاهایی تیره و حرکاتی سریع که از بی‌مهرگان کوچکی تغذیه می‌کند که در لابلای گل و لای یافت می‌شوند"	
27349	f˸تلیله§n-21327	f˸تعریف	f˸"پرنده‌ی آبچر مهاجر از تیره‌ی آبچلیکیان جثه‌ای کوچک، منقار و پاهایی تیره و حرکاتی سریع که از بی‌مهرگان کوچکی تغذیه می‌کند که در لابلای گل و لای یافت می‌شوند"	
27551	f˸تمبر§n-22499	f˸تعریف	f˸"قطعه کاغذ چاپی کوچکی با حاشیه‌ی دندانه دار، ذکر بها و نام و نشان دولت صادر کنند که برای دریافت هزینه‌ی خدمات معینی منتشر می شود"	
27700	f˸تمپو§n-19327	f˸تعریف	f˸"ساز کوبه ای به صورت کوزه ای کوچک با دهانه ای از پوست نازک، که آن را ماند تنبک می نوازند."	
27740	f˸تمیس§n-22504	f˸تعریف	f˸"گیاه دایمی بالارونده از تیره‌ی سوسنیها، با ساقه‌ی باریک و بلند، برگهایی به شکل قلب، شفاف و متناوب و گلهای خوشه‌ای زرد، میوه‌ی کوچک کروی و ریزوم متورم"	
28038	f˸تنگ کردن#v1	f˸عضو هم‌نشیم	f˸کوچک کردن§v-19437	
28061	f˸تنیس§n-21058	f˸تعریف	f˸"از بازیهای ورزشی که به وسیله‌ی دوتن یا دو جفت بازیکن با راکت و توپ کوچک ماهوتی در محوطه‌ای به نام زمین تنیس بازی می شود، در وسط این زمین توری قرار دارد و هریک از دو حریف در یک سوی تور بازی می‌کنند"	
28210	f˸تهی‌روده§n-25085	f˸تعریف	f˸"در کالبدشناسی دستگاه گوارش، تهی‌روده یا ژژنوم بخش میانی از سه بخش روده‌ی کوچک است"	
28343	f˸توبیخ کردن§v-8327	f˸مثال	f˸"فقط مانده بود برادر کوچکش او را سرزنش کند."	
28581	f˸توره§n-25292	f˸تعریف	f˸"جانور پستاندار از تیره‌ی سگسانان که وحشی و شبگرد شبیه گرگ ولی کوچکتر از آن است و از گوشت شکار، مردار و میوه تغذیه می‌کند و غالباً دسته جمعی به شکار می‌رود"	
29033	f˸تویوتا§n-23874	f˸مثال	f˸"تولیدات تویوتا انواع خودرو و کامیونت (دینا) و کامیون (هینو) - کوچک شهری (دایهاتسو) و لوکس (لکسوس) را تولید می‌کند."	
29064	f˸تپه§n-11914	f˸تعریف	f˸"قسمت کوچکی از سطح زمین که از قسمتهای اطراف ارتفاع بیشتری دارد و لی از کوه کم ارتفاع تر است"	
29134	f˸تکان کوچکی دادن#v1	f˸عضو هم‌نشیم	f˸تکان کوچکی دادن§v-19076	
29134	f˸تکان کوچکی دادن#v1	f˸عضو هم‌نشیم	f˸تکان کوچکی دادن§v-19076	
29135	f˸تکان کوچکی دادن§v-19076	f˸ISA	f˸با آرنج زدن§v-19068	
29136	f˸تکان کوچکی دادن§v-19076	f˸مثال	f˸"دستم را تکان کوچکی داد و بیدارم کرد."	
29136	f˸تکان کوچکی دادن§v-19076	f˸مثال	f˸"دستم را تکان کوچکی داد و بیدارم کرد."	
29137	f˸تکان کوچکی دادن§v-19076	f˸تعریف	f˸"به آرامی هل دادن"	
29148	f˸تکان§n-10606	f˸تعریف	f˸"تلاش و سعی کم و کوچک"	
29289	f˸تکه تکه کردن§v-17104	f˸تعریف	f˸"به بخشهای کوچک تقسیم کردن"	
29292	f˸تکه تکه کردن§v-9529	f˸تعریف	f˸"چیزی را با ضربه به صورت قطعه های کوچک در آوردن"	
29311	f˸تکه کردن#v1	f˸عضو هم‌نشیم	f˸کوچک کردن§v-8300	
29338	f˸تکواژ§n-19767	f˸تعریف	f˸"@زبانشناسی@ کوچکترین واحد زبانی که دارای نقش دستوری یا معنایی است."	
29439	f˸تگرگ§n-23104	f˸تعریف	f˸"گویچه ها یا دانه های نامنظم و کوچک یخ، که در هوای توفانی و بر اثر سرد شدن ناگهانی هوا در ارتفاع کم می‌بارد"	
29469	f˸تیر اندازی کردن§v-8341	f˸مثال	f˸"بعضیهاشان با هفتیرهای کوچک شروع به تیر اندازی کردند."	
29601	f˸تیله§n-22786	f˸مثال	f˸"تیله چون گرد و کوچک است، خطر دارد بچه با آن بازی کند"	
29602	f˸تیله§n-22786	f˸تعریف	f˸"گوی کوچک به قطر 1-2 سانتیمتر از شیشه، سفال یا چیزهای دیگر"	
29670	f˸تیهو§n-19084	f˸تعریف	f˸"پرنده‌ای از دسته‌ی ماکیان، شبیه کبک اما کوچکتر به رنگ خاکستری مایل به زرد با خالهای سیاه‌رنگ در زیر سینه، دارای بالهای گرد و کوچک"	
29670	f˸تیهو§n-19084	f˸تعریف	f˸"پرنده‌ای از دسته‌ی ماکیان، شبیه کبک اما کوچکتر به رنگ خاکستری مایل به زرد با خالهای سیاه‌رنگ در زیر سینه، دارای بالهای گرد و کوچک"	
29941	f˸جا به جا کردن§v-19199	f˸مثال	f˸"اصغر یک پر طاووس کوچک را درون کتابش جا به جا می کرد."	
30106	f˸جابه جا کردن§v-17067	f˸مثال	f˸"اصغر یک پر طاووس کوچک را درون کتابش جابه جا می کرد."	
30636	f˸جانماز§n-25820	f˸تعریف	f˸"پارچه‌ی کوچک چهارگوشی که در آن مهر و تسبیح می گذارند و در هنگام خواندن نماز پیش روی می گسترانند"	
30906	f˸جدا کردن§v-16219	f˸مثال	f˸"بزرگ ترها را از کوچک تر ها جدا کن"	
31143	f˸جرقه§n-25446	f˸تعریف	f˸"پاره بسیار کوچک آتش"	
31269	f˸جریمه دادن§v-8364	f˸مثال	f˸"به خاطر خلاف به این کوچکی چرا باید این همه جریمه داد؟"	
31308	f˸جزء§n-12303	f˸تعریف	f˸"بخش کوچکی که می توان آن را جدای از کل در نظر گرفت"	
31330	f˸جزئیات§n-11560	f˸تعریف	f˸"حوادث کوچک یک اتفاق"	
31351	f˸جزایر فالکلند§n-25701	f˸مثال	f˸"جزایر فالکلند دربرگیرندهٔ دو جزیرهٔ بزرگ و مهم فالکلند شرقی و فالکلند غربی و نزدیک به 776 جزیرهٔ کوچک است"	
31570	f˸جعفری§n-19355	f˸تعریف	f˸"گیاه دو ساله از تیره‌ی چتریان، دارای ریشه‌ی دوکی شکل و برگهای سبز تیره و شفاف گلهای کوچک مایل به سبز، برگهایی با بو و طعم معطر"	
31792	f˸جلب کردن§v-8376	f˸مثال	f˸"دختر کوچکی میان بقیه بچه ها نظرم را جلب کرد."	
32840	f˸جوان§a-82	f˸مثال	f˸"برادر کوچک"	
33132	f˸جوی#n1	f˸عضو هم‌نشیم	f˸نهر کوچک§n-11933	
33133	f˸جوی#n1	f˸مشابه	f˸نهر کوچک#n1	
33251	f˸جیرجیر§n-11594	f˸تعریف	f˸"صدای تیزی که پرندگان کوچک یا حشرات تولید می نمایند"	
33673	f˸حباب§n-15021	f˸تعریف	f˸"توده ی کوچکی از هوا به شکل توپ که بر اثر ورود هوا به داخل آب ایجاد می شود"	
33692	f˸حبسگاه§n-14859	f˸مرتبط با	f˸کوچکی§n-14818	
